,beekin_id,latitude,longitude,baths,beds,sqft,posted_at,property_type,price,city,blockgroup,days_since_2014,trans_log_price
1367,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-16,0.0,1675.0,Falls,160830012002,3027,0.8446040073850297
1368,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-21,0.0,1675.0,Falls,160830012002,3032,0.8446040073850297
1369,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-22,0.0,1675.0,Falls,160830012002,3033,0.8446040073850297
1370,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-23,0.0,1675.0,Falls,160830012002,3034,0.8446040073850297
1371,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-24,0.0,1675.0,Falls,160830012002,3035,0.8446040073850297
1372,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-25,0.0,1675.0,Falls,160830012002,3036,0.8446040073850297
1373,10977be7c9,42.523648,-114.474076,3.0,3.0,1449.0,2022-04-27,0.0,1675.0,Falls,160830012002,3038,0.8446040073850297
1374,9c6a0fbcc5,43.492661,-112.040758,2.0,3.0,1448.0,2022-04-15,0.0,1649.0,Falls,160199712004,3026,0.7781142188706911
1375,9c6a0fbcc5,43.492661,-112.040758,2.0,3.0,1448.0,2022-04-16,0.0,1649.0,Falls,160199712004,3027,0.7781142188706911
1376,9c6a0fbcc5,43.492661,-112.040758,2.0,3.0,1448.0,2022-04-21,0.0,1649.0,Falls,160199712004,3032,0.7781142188706911
1377,9c6a0fbcc5,43.492661,-112.040758,2.0,3.0,1448.0,2022-04-22,0.0,1649.0,Falls,160199712004,3033,0.7781142188706911
